Date,Location,Designation,Filename,Frame,Time (mins),Period time (mins),X (mm),Y (mm),Z (mm),sX (mm),sY (mm),sZ (mm),RMS (mm),Range (mm),Direction (deg),OpCode,TapeReader,Depth,Comment,Family,Genus,Species,Common_name,Code,Number,Stage,Activity,Comment,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,-689.391,326.6,-3942.601,4.546,3.05,24.342,13.288,4015.723,10.876,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,20,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,409.72,640.863,-2192.826,1.702,2.36,7.13,0.126,2321.004,18.981,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,21,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,115.624,1379.678,-4120.631,2.348,8.776,25.697,34.344,4347.008,18.395,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,22,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,-70.593,912.592,-3607.34,2.082,5.458,20.31,23.839,3721.654,14.06,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,23,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,329.823,818.029,-3448.536,2.491,4.686,18.263,25.121,3559.544,14.182,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,24,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,-1361.954,479.351,-3833.896,7.179,3.379,21.102,21.689,4096.761,20.578,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,25,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,-434.068,783.316,-3867.973,3.291,5.183,23.414,21.695,3970.292,12.88,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,26,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,876.056,766.086,-5864.933,7.888,7.556,51.81,67.626,5979.281,11.107,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,27,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,1979.365,-524.038,-3958.815,8.401,3.017,18.139,46.009,4456.986,27.395,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,28,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,2106.854,-798.31,-4347.564,9.935,4.45,22.066,61.007,4896.677,27.458,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,29,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,1343.988,-573.307,-2836.209,4.2,2.318,9.486,28.695,3190.465,27.327,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,29,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,465.535,987.562,-3184.656,2.631,4.899,15.057,20.59,3366.606,18.762,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,30,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,-490.795,1839.443,-4716.711,4.101,12.955,32.999,51.877,5086.433,21.808,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,31,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,-600.609,1708.173,-4494.398,4.453,11.492,29.963,47.798,4845.431,21.775,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,32,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,-956.978,1528.715,-4700.368,6.693,10.8,32.649,42.998,5034.505,20.841,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,33,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,-85.864,1147.531,-4858.691,2.808,8.993,36.574,45.708,4993.103,13.147,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,34,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,-625.73,1014.702,-3518.518,3.648,5.685,18.82,23.532,3714.987,18.566,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,35,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,-742.308,705.821,-3269.69,3.846,3.919,16.276,13.464,3426.38,17.272,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,36,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,-1284.423,994.787,-3951.299,6.989,5.945,22.313,27.878,4272.248,22.242,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,38,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,-789.502,939.231,-2649.47,3.04,3.748,10.029,9.87,2919.788,24.713,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,39,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,-1309.92,1057.564,-3541.651,6.091,5.4,17.247,24.573,3921.431,25.313,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,40,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,868.155,228.65,-1553.369,1.477,0.857,2.596,72.119,1794.138,29.981,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,41,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,644.877,-18.45,-1362.797,1.222,0.725,2.278,89.54,1507.787,25.338,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,42,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,6824,3.7949,2.1521,680.199,-105.829,-1262.242,1.098,0.664,1.799,52.414,1437.75,28.634,4.03,AW,38.2,na,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,43,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,7132,3.9662,2.3234,-1316.797,902.61,-2902.192,4.636,3.62,10.839,15.281,3312.307,28.714,4.03,AW,38.2,na,Scorpaenidae,Sebastes,paucispinis,Bocaccio,143,1,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,12814,7.126,5.4833,1044.85,-1126.966,-3526.255,4.831,5.486,16.802,38.397,3846.588,23.679,4.03,AW,38.2,na,Hexagrammidae,Ophiodon,elongatus,Lingcod,81,1,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,20166,11.2145,9.5718,515.628,-954.772,-4917.5,4.49,7.435,36.954,40.812,5035.798,12.601,4.03,AW,38.2,na,Embiotocidae,Phanerodon,furcatus,White_Perch,72,1,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,20166,11.2145,9.5718,38.075,-170.544,-4596.068,2.657,2.882,33.49,43.848,4599.389,2.352,4.03,AW,38.2,na,Embiotocidae,Phanerodon,furcatus,White_Perch,72,2,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_1.MP4,20645,11.4809,9.8382,453.227,-1304.843,-4964.411,4.151,9.871,37.328,45.217,5153,15.717,4.03,AW,38.2,na,Labridae,Semicossyphus,pulcher,California_Sheephead,93,1,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-924.882,132.318,-3705.35,5.268,2.26,21.041,14.045,3821.326,14.128,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-1509.035,509.565,-3696.019,7.299,3.275,18.878,16.579,4024.6,23.257,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,3,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-1864.36,759.256,-4157.63,9.664,4.7,22.924,25.861,4619.329,25.769,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,2,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-807.585,198.394,-3890.129,5.029,2.554,23.517,21.382,3978.021,12.025,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,4,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-858.984,195.672,-4033.864,5.475,2.638,25.211,22.028,4128.947,12.281,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,5,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-805.016,113.168,-3741.398,4.814,2.262,21.743,17.724,3828.696,12.235,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,6,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-985.7,270.88,-4085.144,6.15,2.9,25.542,22.777,4211.102,14.003,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,7,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-1133.634,265.942,-3622.531,5.929,2.5,19.46,11.161,3805.073,17.779,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,8,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-2156.555,787.323,-6498.248,19.348,8.242,60.751,105.465,6891.867,19.398,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,9,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-2722.539,795.713,-8159.885,30.705,10.494,95.523,184.229,8638.814,19.119,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,10,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-1696.322,612.598,-3137.324,6.018,2.81,12.008,28.811,3618.782,29.833,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,11,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-1408.495,188.499,-3832.89,7.39,2.379,21.059,15.594,4087.84,20.319,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,12,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-1268.873,197.562,-3730.165,6.653,2.361,20.311,15.25,3945.022,18.97,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,13,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-1147.239,188.123,-3640.263,6.022,2.301,19.649,13.782,3821.395,17.684,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,14,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-1364.533,237.424,-3703.038,6.918,2.42,19.644,17.233,3953.582,20.477,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,15,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-1289.4,325.308,-3681.21,6.6,2.69,19.614,14.726,3914.037,19.819,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,16,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-1626.294,362.149,-4314.853,9.455,3.263,26.377,27.751,4625.358,21.075,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,17,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-1004.355,159.658,-3841.523,5.827,2.395,22.465,19.245,3973.855,14.801,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,18,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-994.351,125.932,-3825.743,5.759,2.315,22.306,9.009,3954.858,14.659,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,19,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-1672.112,287.66,-4042.177,8.838,2.741,22.602,19.134,4383.823,22.74,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,20,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-1721.136,363.901,-4262.242,9.656,3.185,25.257,5.056,4611.013,22.392,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,21,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.03_PointLobosREF_5L_4.MP4,6391,38.9561,37.3134,-1681.326,372.5,-4001.468,8.73,2.993,22.003,0.067,4356.302,23.247,4.03,AW,38.2,na,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,22,AD,Passing,YOY,
20230614,Point_Lobos,REF,20230614_D4.04_PointLobosREF_7L_1.MP4,5884,3.2722,2.3351,-784.495,102.082,-1381.597,1.393,0.712,2.292,1.75,1592.063,29.787,4.04,KR,27.7,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,1,AD,Passing,,SMYS 1
20230614,Point_Lobos,REF,20230614_D4.04_PointLobosREF_7L_1.MP4,5884,3.2722,2.3351,-556.727,-374.75,-1238.933,1.1,0.869,2.053,8.775,1409.02,28.483,4.04,KR,27.7,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,1,AD,Passing,,SMYS 2
20230614,Point_Lobos,REF,20230614_D4.04_PointLobosREF_7L_1.MP4,5884,3.2722,2.3351,-968.314,-322.851,-1977.788,2.497,1.296,5.117,0.27,2225.649,27.32,4.04,KR,27.7,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,1,AD,Passing,,SMYS 3
20230614,Point_Lobos,REF,20230614_D4.04_PointLobosREF_7L_1.MP4,5884,3.2722,2.3351,103.067,-486.874,-3048.397,1.846,3.124,16.684,16.019,3088.752,9.341,4.04,KR,27.7,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,1,AD,Passing,,SMYS 4
20230614,Point_Lobos,REF,20230614_D4.04_PointLobosREF_7L_1.MP4,5884,3.2722,2.3351,1971.959,-902.389,-4488.755,12.627,6.349,30.099,24.031,4985.163,25.816,4.04,KR,27.7,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,1,AD,Passing,No measurement,SMYS 5
20230614,Point_Lobos,REF,20230614_D4.04_PointLobosREF_7L_1.MP4,5884,3.2722,2.3351,1303.936,-226.491,-4498.295,9.63,3.018,33.926,37.248,4688.945,16.407,4.04,KR,27.7,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,1,AD,Passing,,SMYS 6
20230614,Point_Lobos,REF,20230614_D4.04_PointLobosREF_7L_1.MP4,6860,3.8149,2.8779,154.097,-871.622,-2203.694,1.334,3.421,8.348,13.932,2374.814,21.953,4.04,KR,27.7,,Scorpaenidae,Sebastes,serranoides,Olive_Rockfish,170,1,AD,Passing,,SSER 1
20230614,Point_Lobos,REF,20230614_D4.04_PointLobosREF_7L_1.MP4,6860,3.8149,2.8779,424.323,-591.136,-1543.405,1.304,1.66,3.906,6.303,1706.339,25.3,4.04,KR,27.7,,Scorpaenidae,Sebastes,serranoides,Olive_Rockfish,170,1,AD,Passing,,SSER 2
20230614,Point_Lobos,REF,20230614_D4.04_PointLobosREF_7L_1.MP4,6860,3.8149,2.8779,1032.322,-733.865,-2459.285,3.717,2.918,9.103,13.027,2766.284,27.291,4.04,KR,27.7,,Scorpaenidae,Sebastes,serranoides,Olive_Rockfish,170,1,AD,Passing,,SSER 3
20230614,Point_Lobos,REF,20230614_D4.04_PointLobosREF_7L_1.MP4,6860,3.8149,2.8779,658.753,-468.216,-1266.371,1.234,0.998,2.219,0.129,1502.291,32.587,4.04,KR,27.7,,Scorpaenidae,Sebastes,serranoides,Olive_Rockfish,170,1,AD,Passing,,SSER 4
20230614,Point_Lobos,REF,20230614_D4.04_PointLobosREF_7L_1.MP4,6860,3.8149,2.8779,1471.353,-322.222,-2247.455,3.814,1.395,6.273,1.569,2705.506,33.845,4.04,KR,27.7,,Scorpaenidae,Sebastes,serranoides,Olive_Rockfish,170,1,AD,Passing,No measurement,SSER 5
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_1.MP4,1851,1.0294,0.1552,-826.865,327.036,-1440.77,1.558,0.898,2.495,10.919,1693.067,31.683,4.05,KS,30.9,,Scorpaenidae,Sebastes,rosaceus,Rosy_Rockfish,180,1,AD,Passing,one camera,
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_1.MP4,3087,1.7167,0.8425,-375.267,-283.532,-1394.882,1.158,1.001,3.166,5.915,1472.043,18.63,4.05,KS,30.9,,Scorpaenidae,Sebastes,carnatus,Gopher_Rockfish,158,1,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_1.MP4,4008,2.2289,1.3547,814.771,542.271,-1679.223,1.831,1.376,3.514,1.413,1943.631,30.239,4.05,KS,30.9,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,1,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_1.MP4,4162,2.3145,1.4403,537.151,443.144,-1266.354,1.129,0.967,2.143,3.529,1445.185,28.809,4.05,KS,30.9,,Scorpaenidae,Sebastes,mystinus,Blue_Rockfish,142,2,AD,Passing,one camera,
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_1.MP4,8971,4.9889,4.1147,108.639,257.715,-896.306,0.524,0.626,1.317,0.127,938.927,17.335,4.05,KS,30.9,,Scorpaenidae,Sebastes,serranoides,Olive_Rockfish,170,1,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_1.MP4,8971,4.9889,4.1147,667.076,535.689,-1510.388,1.489,1.268,2.968,42.267,1735.864,29.532,4.05,KS,30.9,,Scorpaenidae,Sebastes,serranoides,Olive_Rockfish,170,2,AD,Passing,one camera,
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_3.MP4,19061,34.207,33.3327,-360.772,-51.423,-1570.442,1.305,0.908,4.177,3.257,1612.169,13.063,4.05,KS,30.9,,Hexagrammidae,Oxylebius,pictus,Painted_Greenling,83,1,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_3.MP4,19061,34.207,33.3327,-378.573,-213.288,-1558.829,1.314,1.036,4.056,0.712,1618.257,15.573,4.05,KS,30.9,,Hexagrammidae,Oxylebius,pictus,Painted_Greenling,83,2,AD,Passing,,
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,51.542,218.818,-1171.538,0.678,0.802,2.385,2.269,1192.912,10.868,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,1,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,-64.846,131.911,-940.066,0.541,0.58,1.516,0.968,951.488,8.892,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,2,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,12.286,164.993,-817.058,0.446,0.516,1.114,2.036,833.642,11.453,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,3,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,24.949,78.112,-958.113,0.546,0.568,1.588,2.153,961.615,4.897,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,4,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,70.404,31.299,-1010.428,0.594,0.586,1.77,22.259,1013.361,4.363,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,5,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,332.549,130.083,-1399.808,1.111,0.844,3.234,0.814,1444.636,14.313,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,6,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,461.444,137.889,-1559.498,1.428,0.932,3.867,1.786,1632.17,17.163,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,7,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,21.829,-42.932,-899.446,0.508,0.523,1.39,3.38,900.734,3.06,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,8,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,-84.535,-72.779,-723.086,0.409,0.419,0.852,0.848,731.639,8.766,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,9,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,-65.543,-99.325,-690.541,0.377,0.405,0.767,0.171,700.72,9.773,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,10,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,37.058,-103.521,-815.969,0.454,0.487,1.118,5.144,823.344,7.669,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,11,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,-306.711,-117.733,-1082.201,0.838,0.642,1.9,5.212,1130.969,16.885,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,12,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,-308.079,-248.934,-1054.594,0.804,0.71,1.76,2.938,1126.521,20.582,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,13,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,-177.93,-302.548,-950.46,0.601,0.699,1.464,3.222,1013.197,20.264,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,14,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,-126.37,-164.949,-814.369,0.488,0.509,1.088,13.06,840.461,14.31,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,15,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,258.749,19.652,-792.829,0.582,0.433,0.96,0.711,834.215,18.124,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,16,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,253.275,-0.974,-879.061,0.64,0.488,1.217,5.847,914.821,16.073,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,17,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,207.479,-69.913,-1011.037,0.691,0.585,1.696,0.659,1034.471,12.217,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,18,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,332.028,-9.845,-959.679,0.763,0.527,1.405,0.249,1015.54,19.092,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,19,AD,Passing,"weird angle, lengths not possible",
20230614,Point_Lobos,REF,20230614_D4.05_PointLobosREF_9L_4.MP4,11003,41.5209,40.6467,450.25,-128.841,-1176.286,1.04,0.674,2.044,2.345,1266.086,21.708,4.05,KS,30.9,,Scorpaenidae,Sebastes,sp1,YOY_Rockfish,,20,AD,Passing,"weird angle, lengths not possible",
